developer-agreement,developer-agreement-type,document-url,end-date,entry-date,organisation,planning-application,start-date,slug
AWDM/0418/16-CIL2,community-infrastructure-levy,,,2020-01-28,local-authority-eng:wot,AWDM/0418/16,2019-09-10,/developer-agreement/local-authority-eng/wot/AWDM-0418-16-CIL2
AWDM/0827/15-CIL,community-infrastructure-levy,,,2020-01-28,local-authority-eng:wot,AWDM/0827/15,2019-09-11,/developer-agreement/local-authority-eng/wot/AWDM-0827-15-CIL
AWDM/1107/15-CIL,community-infrastructure-levy,,2019-11-07,2020-01-28,local-authority-eng:wot,AWDM/1107/15,2019-09-16,/developer-agreement/local-authority-eng/wot/AWDM-1107-15-CIL
AWDM/0456/16-CIL,community-infrastructure-levy,,,2020-01-28,local-authority-eng:wot,AWDM/0456/16,2019-09-20,/developer-agreement/local-authority-eng/wot/AWDM-0456-16-CIL
AWDM/1909/16-CIL,community-infrastructure-levy,,,2020-01-28,local-authority-eng:wot,AWDM/1909/16,2019-09-20,/developer-agreement/local-authority-eng/wot/AWDM-1909-16-CIL
AWDM/0870/17-CIL,community-infrastructure-levy,,,2020-01-28,local-authority-eng:wot,AWDM/0870/17,2019-09-20,/developer-agreement/local-authority-eng/wot/AWDM-0870-17-CIL
AWDM/1174/16-CIL,community-infrastructure-levy,,2019-10-09,2020-01-28,local-authority-eng:wot,AWDM/1174/16,2019-09-20,/developer-agreement/local-authority-eng/wot/AWDM-1174-16-CIL
AWDM/1520/17-CIL,community-infrastructure-levy,,,2020-01-28,local-authority-eng:wot,AWDM/1520/17,2019-09-26,/developer-agreement/local-authority-eng/wot/AWDM-1520-17-CIL
AWDM/1834/17-CIL,community-infrastructure-levy,,2019-10-02,2020-04-02,local-authority-eng:wot,AWDM/1834/17,2019-09-26,/developer-agreement/local-authority-eng/wot/AWDM-1834-17-CIL
AWDM/1042/18-CIL,community-infrastructure-levy,,,2020-01-28,local-authority-eng:wot,AWDM/1042/18,2019-09-26,/developer-agreement/local-authority-eng/wot/AWDM-1042-18-CIL
AWDM/0676/18-CIL,community-infrastructure-levy,,,2020-01-28,local-authority-eng:wot,AWDM/0676/18,2019-10-08,/developer-agreement/local-authority-eng/wot/AWDM-0676-18-CIL
AWDM/1174/16-CIL2,community-infrastructure-levy,,,2020-01-28,local-authority-eng:wot,AWDM/1174/16,2019-10-09,/developer-agreement/local-authority-eng/wot/AWDM-1174-16-CIL2
AWDM/0307/16-CIL,community-infrastructure-levy,,,2020-01-28,local-authority-eng:wot,AWDM/0307/16,2019-10-07,/developer-agreement/local-authority-eng/wot/AWDM-0307-16-CIL
AWDM/0025/18-CIL,community-infrastructure-levy,,2020-03-30,2020-01-28,local-authority-eng:wot,AWDM/0025/18,2019-10-14,/developer-agreement/local-authority-eng/wot/AWDM-0025-18-CIL
AWDM/1542/18-CIL,community-infrastructure-levy,,2019-11-20,2020-04-02,local-authority-eng:wot,AWDM/1542/18,2019-10-18,/developer-agreement/local-authority-eng/wot/AWDM-1542-18-CIL
AWDM/0271/18-s106,section-106,http://docs.adur-worthing.gov.uk/NIM.WebSearch/Download.aspx?ID=2167178,,2020-01-28,local-authority-eng:wot,AWDM/0271/18,2019-10-21,/developer-agreement/local-authority-eng/wot/AWDM-0271-18-s106
AWDM/1882/16-s106,section-106,http://docs.adur-worthing.gov.uk/NIM.WebSearch/Download.aspx?ID=2189218,,2020-10-20,local-authority-eng:wot,AWDM/1882/16,2019-12-18,/developer-agreement/local-authority-eng/wot/AWDM-1882-16-s106
AWDM/1504/19-CIL,community-infrastructure-levy,,2020-03-30,2020-01-28,local-authority-eng:wot,AWDM/1504/19,2019-12-20,/developer-agreement/local-authority-eng/wot/AWDM-1504-19-CIL
AWDM/0945/18-CIL,community-infrastructure-levy,,2020-02-12,2020-01-28,local-authority-eng:wot,AWDM/0945/18,2020-01-17,/developer-agreement/local-authority-eng/wot/AWDM-0945-18-CIL
AWDM/1351/19-CIL,community-infrastructure-levy,,2020-02-20,2020-01-28,local-authority-eng:wot,AWDM/1351/19,2020-01-17,/developer-agreement/local-authority-eng/wot/AWDM-1351-19-CIL
AWDM/1529/18-CIL,community-infrastructure-levy,,,2020-01-28,local-authority-eng:wot,AWDM/1529/18,2020-01-21,/developer-agreement/local-authority-eng/wot/AWDM-1529-18-CIL
AWDM/1633/16-CIL,community-infrastructure-levy,,,2020-01-28,local-authority-eng:wot,AWDM/1633/16,2020-01-27,/developer-agreement/local-authority-eng/wot/AWDM-1633-16-CIL
AWDM/0945/18-CIL2,community-infrastructure-levy,,,2020-02-13,local-authority-eng:wot,AWDM/0945/18,2020-02-12,/developer-agreement/local-authority-eng/wot/AWDM-0945-18-CIL2
AWDM/0025/18-CIL2,community-infrastructure-levy,,,2020-04-02,local-authority-eng:wot,AWDM/0025/18,2020-03-30,/developer-agreement/local-authority-eng/wot/AWDM-0025-18-CIL2
